   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000      -3.74987168E-04  -6.88403437E-04  -9.45666397E-04  -1.16597232E-03  -1.35398540E-03  -1.52427296E-03  -1.68452202E-03  -1.81514584E-03  -1.91453239E-03  -1.97812147E-03  -2.02781032E-03  -2.06558593E-03  -2.08901777E-03  -2.13175570E-03  -2.20125308E-03  -2.28336174E-03  -2.37266393E-03  -2.48832791E-03  -2.61936453E-03  -2.77351029E-03  -2.94088572E-03  -3.11431009E-03  -3.29846563E-03  -3.48479254E-03  -3.67559283E-03  -3.88140511E-03  -4.11362201E-03  -4.35172953E-03  -4.59404243E-03  -4.82435431E-03  -5.02631813E-03  -5.19600557E-03  -5.34326350E-03  -5.46978787E-03  -5.55003760E-03  -5.58787677E-03  -5.57188643E-03  -5.49510680E-03  -5.35320630E-03  -5.17357048E-03  -4.97392938E-03  -4.74508293E-03  -4.50445851E-03  -4.26355377E-03  -4.03654063E-03  -3.84850823E-03  -3.68496124E-03  -3.53403436E-03  -3.40901385E-03  -3.29781719E-03  -3.17897531E-03  -3.05167050E-03  -2.91838916E-03  -2.77500786E-03  -2.61787558E-03  -2.45273160E-03  -2.26808013E-03  -2.04677857E-03  -1.78741931E-03  -1.51553669E-03  -1.20192755E-03  -8.51488265E-04  -4.55067784E-04   0.00000000    
   0.00000000      -6.88820030E-04  -1.27040909E-03  -1.76902092E-03  -2.20183167E-03  -2.57911161E-03  -2.91297329E-03  -3.20833875E-03  -3.45544540E-03  -3.65089439E-03  -3.79597791E-03  -3.90668586E-03  -3.99446767E-03  -4.07234253E-03  -4.16903570E-03  -4.29910701E-03  -4.46047401E-03  -4.65145754E-03  -4.87890234E-03  -5.13765262E-03  -5.42742526E-03  -5.74169774E-03  -6.07584976E-03  -6.43125642E-03  -6.80539757E-03  -7.20058382E-03  -7.62292696E-03  -8.07460211E-03  -8.54022522E-03  -9.00629908E-03  -9.45244543E-03  -9.85842850E-03  -1.02127483E-02  -1.05125299E-02  -1.07502937E-02  -1.09061357E-02  -1.09703578E-02  -1.09306192E-02  -1.07798493E-02  -1.05210869E-02  -1.01787616E-02  -9.77794174E-03  -9.33336001E-03  -8.86979047E-03  -8.41133390E-03  -7.98167195E-03  -7.60243135E-03  -7.27121392E-03  -6.97980402E-03  -6.72613597E-03  -6.49408670E-03  -6.26096176E-03  -6.01489004E-03  -5.75012015E-03  -5.46089746E-03  -5.14314510E-03  -4.79573337E-03  -4.40811506E-03  -3.96628911E-03  -3.46655608E-03  -2.91684200E-03  -2.30274023E-03  -1.62089081E-03  -8.61583045E-04   0.00000000    
   0.00000000      -9.34215961E-04  -1.74778106E-03  -2.45802663E-03  -3.08123045E-03  -3.62956128E-03  -4.11324948E-03  -4.53681359E-03  -4.89743100E-03  -5.19370986E-03  -5.42925065E-03  -5.61673800E-03  -5.77244395E-03  -5.91728278E-03  -6.07824977E-03  -6.27488503E-03  -6.51508849E-03  -6.80135936E-03  -7.13506946E-03  -7.51233520E-03  -7.92980287E-03  -8.38335510E-03  -8.87095369E-03  -9.39363521E-03  -9.95173678E-03  -1.05463341E-02  -1.11778229E-02  -1.18411845E-02  -1.25211524E-02  -1.31983031E-02  -1.38489194E-02  -1.44490665E-02  -1.49793988E-02  -1.54252797E-02  -1.57710090E-02  -1.59971118E-02  -1.60878822E-02  -1.60304196E-02  -1.58194751E-02  -1.54622113E-02  -1.49821816E-02  -1.44102527E-02  -1.37774721E-02  -1.31184151E-02  -1.24665126E-02  -1.18511394E-02  -1.12937158E-02  -1.07993940E-02  -1.03629930E-02  -9.97438002E-03  -9.61391907E-03  -9.25746281E-03  -8.88585020E-03  -8.48604087E-03  -8.04882869E-03  -7.56782852E-03  -7.03760423E-03  -6.44841418E-03  -5.78856794E-03  -5.05096931E-03  -4.23320150E-03  -3.32677201E-03  -2.32636859E-03  -1.22418336E-03   0.00000000    
   0.00000000      -1.12520333E-03  -2.11790530E-03  -2.99668498E-03  -3.77680548E-03  -4.47081681E-03  -5.08861383E-03  -5.63539239E-03  -6.11148821E-03  -6.51658094E-03  -6.85389573E-03  -7.13369297E-03  -7.37304892E-03  -7.59544829E-03  -7.82832503E-03  -8.09518062E-03  -8.41099583E-03  -8.78312625E-03  -9.21353418E-03  -9.69984476E-03  -1.02387350E-02  -1.08273663E-02  -1.14646303E-02  -1.21510802E-02  -1.28868865E-02  -1.36710089E-02  -1.44995330E-02  -1.53628681E-02  -1.62437689E-02  -1.71192568E-02  -1.79621484E-02  -1.87440105E-02  -1.94384158E-02  -2.00219676E-02  -2.04725228E-02  -2.07686052E-02  -2.08922755E-02  -2.08308697E-02  -2.05809735E-02  -2.01521255E-02  -1.95688270E-02  -1.88661050E-02  -1.80840082E-02  -1.72647163E-02  -1.64480004E-02  -1.56671889E-02  -1.49454279E-02  -1.42920027E-02  -1.37040345E-02  -1.31692626E-02  -1.26668969E-02  -1.21721588E-02  -1.16624851E-02  -1.11202868E-02  -1.05325961E-02  -9.88954399E-03  -9.18198749E-03  -8.39878805E-03  -7.52753671E-03  -6.55774260E-03  -5.48172416E-03  -4.29206807E-03  -2.98379478E-03  -1.55258377E-03   0.00000000    
   0.00000000      -1.25155482E-03  -2.36810977E-03  -3.36714089E-03  -4.26538382E-03  -5.07670688E-03  -5.81168290E-03  -6.47592079E-03  -7.06999516E-03  -7.59216677E-03  -8.04276206E-03  -8.42836779E-03  -8.76390003E-03  -9.07232333E-03  -9.38155316E-03  -9.71851312E-03  -1.01042856E-02  -1.05523420E-02  -1.10690547E-02  -1.16554378E-02  -1.23097477E-02  -1.30295567E-02  -1.38128800E-02  -1.46583319E-02  -1.55640347E-02  -1.65264923E-02  -1.75389126E-02  -1.85890291E-02  -1.96576659E-02  -2.07191389E-02  -2.17427108E-02  -2.26951540E-02  -2.35438440E-02  -2.42588222E-02  -2.48131715E-02  -2.51834709E-02  -2.53512990E-02  -2.53050067E-02  -2.50428990E-02  -2.45760325E-02  -2.39297282E-02  -2.31409110E-02  -2.22534351E-02  -2.13132687E-02  -2.03634016E-02  -1.94394458E-02  -1.85663309E-02  -1.77561808E-02  -1.70088317E-02  -1.63137000E-02  -1.56520661E-02  -1.50011331E-02  -1.43384766E-02  -1.36446944E-02  -1.29036680E-02  -1.21013690E-02  -1.12240436E-02  -1.02567989E-02  -9.18402709E-03  -7.99162965E-03  -6.66880747E-03  -5.20865712E-03  -3.60941398E-03  -1.87371194E-03   0.00000000    
   0.00000000      -1.31559232E-03  -2.49363203E-03  -3.56086763E-03  -4.53620683E-03  -5.43496618E-03  -6.26839697E-03  -7.04153860E-03  -7.75286648E-03  -8.39676708E-03  -8.96842498E-03  -9.46899690E-03  -9.90907382E-03  -1.03091439E-02  -1.06969681E-02  -1.11025516E-02  -1.15530351E-02  -1.20691871E-02  -1.26640210E-02  -1.33434134E-02  -1.41078094E-02  -1.49544235E-02  -1.58789884E-02  -1.68769732E-02  -1.79435797E-02  -1.90729834E-02  -2.02566069E-02  -2.14807708E-02  -2.27248594E-02  -2.39608921E-02  -2.51546763E-02  -2.62683965E-02  -2.72641499E-02  -2.81070303E-02  -2.87667587E-02  -2.92187557E-02  -2.94450894E-02  -2.94356085E-02  -2.91901994E-02  -2.87207477E-02  -2.80524064E-02  -2.72216629E-02  -2.62723137E-02  -2.52504032E-02  -2.41991114E-02  -2.31544618E-02  -2.21424960E-02  -2.11778246E-02  -2.02639345E-02  -1.93946678E-02  -1.85564887E-02  -1.77316032E-02  -1.69008616E-02  -1.60454717E-02  -1.51471868E-02  -1.41875930E-02  -1.31473243E-02  -1.20059419E-02  -1.07429586E-02  -9.34025180E-03  -7.78446952E-03  -6.06858311E-03  -4.19264147E-03  -2.16391939E-03   0.00000000    
   0.00000000      -1.31150684E-03  -2.49618175E-03  -3.58463218E-03  -4.59813559E-03  -5.55404928E-03  -6.46425784E-03  -7.33236410E-03  -8.15325137E-03  -8.91590305E-03  -9.60902218E-03  -1.02271624E-02  -1.07752560E-02  -1.12700462E-02  -1.17383525E-02  -1.22127542E-02  -1.27262669E-02  -1.33073535E-02  -1.39764762E-02  -1.47448899E-02  -1.56152332E-02  -1.65838320E-02  -1.76434722E-02  -1.87860802E-02  -2.00038981E-02  -2.12891828E-02  -2.26322543E-02  -2.40185950E-02  -2.54264027E-02  -2.68256050E-02  -2.81788670E-02  -2.94444449E-02  -3.05802934E-02  -3.15479785E-02  -3.23151052E-02  -3.28567140E-02  -3.31558548E-02  -3.32039669E-02  -3.30021866E-02  -3.25625166E-02  -3.19088027E-02  -3.10751777E-02  -3.01025957E-02  -2.90342458E-02  -2.79109608E-02  -2.67674215E-02  -2.56299432E-02  -2.45154742E-02  -2.34319717E-02  -2.23795697E-02  -2.13522054E-02  -2.03394722E-02  -1.93278603E-02  -1.83011871E-02  -1.72403175E-02  -1.61228981E-02  -1.49237392E-02  -1.36161558E-02  -1.21741360E-02  -1.05754910E-02  -8.80477019E-03  -6.85502728E-03  -4.72795451E-03  -2.43364112E-03   0.00000000    
   0.00000000      -1.24860276E-03  -2.39726179E-03  -3.46830348E-03  -4.48541902E-03  -5.46856923E-03  -6.43022265E-03  -7.37219537E-03  -8.28547124E-03  -9.15357843E-03  -9.95883252E-03  -1.06891524E-02  -1.13434037E-02  -1.19338157E-02  -1.24853319E-02  -1.30320657E-02  -1.36118885E-02  -1.42601747E-02  -1.50043340E-02  -1.58606544E-02  -1.68337524E-02  -1.79190096E-02  -1.91064570E-02  -2.03848872E-02  -2.17440613E-02  -2.31746752E-02  -2.46660821E-02  -2.62028296E-02  -2.77617741E-02  -2.93108597E-02  -3.08102034E-02  -3.22152115E-02  -3.34811211E-02  -3.45674530E-02  -3.54408287E-02  -3.60765122E-02  -3.64586674E-02  -3.65800560E-02  -3.64425220E-02  -3.60574909E-02  -3.54466252E-02  -3.46404128E-02  -3.36752757E-02  -3.25896665E-02  -3.14203277E-02  -3.01992577E-02  -2.89522074E-02  -2.76981555E-02  -2.64497921E-02  -2.52143126E-02  -2.39941571E-02  -2.27874760E-02  -2.15877108E-02  -2.03826893E-02  -1.91537458E-02  -1.78757850E-02  -1.65187232E-02  -1.50502790E-02  -1.34394635E-02  -1.16606420E-02  -9.69695114E-03  -7.54220644E-03  -5.20068873E-03  -2.68420717E-03   0.00000000    
   0.00000000      -1.15856470E-03  -2.23942287E-03  -3.26295779E-03  -4.25516814E-03  -5.23763057E-03  -6.22286275E-03  -7.21109193E-03  -8.19037203E-03  -9.14031081E-03  -1.00384885E-02  -1.08674383E-02  -1.16204461E-02  -1.23048602E-02  -1.29426075E-02  -1.35676209E-02  -1.42206009E-02  -1.49418907E-02  -1.57643333E-02  -1.67083982E-02  -1.77805852E-02  -1.89758893E-02  -2.02825349E-02  -2.16871221E-02  -2.31774878E-02  -2.47427765E-02  -2.63709091E-02  -2.80448683E-02  -2.97397468E-02  -3.14216726E-02  -3.30490507E-02  -3.45758647E-02  -3.59562933E-02  -3.71492803E-02  -3.81214730E-02  -3.88487577E-02  -3.93162929E-02  -3.95177342E-02  -3.94550748E-02  -3.91386598E-02  -3.85875218E-02  -3.78280319E-02  -3.68914343E-02  -3.58106792E-02  -3.46175395E-02  -3.33404839E-02  -3.20039429E-02  -3.06282770E-02  -2.92303897E-02  -2.78241076E-02  -2.64200289E-02  -2.50246655E-02  -2.36385763E-02  -2.22542882E-02  -2.08548810E-02  -1.94142181E-02  -1.78992487E-02  -1.62739735E-02  -1.45040574E-02  -1.25616305E-02  -1.04289232E-02  -8.09987448E-03  -5.57907671E-03  -2.87753064E-03   0.00000000    
